,Time Window,Mac,RSSI,Frame_length,MAC Period,Occurrences,Fingerprint,No.,latitude,longitude,gnss_altitude,Classification,utm_x,utm_y,distance
430,1235.0,5e:56:88:7a:1d:09,-89.0,17.0,10.6,1.0,a,26119348,58.664740754,16.455400087999998,189.94000241999998,49.0,584423.3045631353,6503637.603267779,65.28521141127847
438,1235.0,d0:60:03:0f:d6:75,-92.5,8.0,10.6,0.8,a,26119359,58.6646938325,16.4553895025,191.8750038,14.0,584422.8039502492,6503632.366254728,87.99225435691069
434,1235.0,c1:8c:19:46:d3:df,-95.0,8.0,10.6,0.4,a,26119360,58.66461563,16.45537186,195.1000061,64.0,584421.9695916438,6503623.6378998915,108.90229622637305
444,1240.0,56:01:80:05:e1:b7,-96.0,39.0,10.6,1.0,a,26119455,58.663842776,16.457083132,202.62000122,23.0,584523.0951089736,6503539.752631431,118.59710123376694
443,1240.0,52:d9:e5:be:00:d9,-96.0,17.0,10.6,0.2,a,26119456,58.66384125,16.45708275,202.5,0.0,584523.0766429089,6503539.582263193,118.59710123376694
446,1240.0,c5:7b:cc:06:8a:51,-96.0,38.0,10.6,0.6,a,26119457,58.663846336666666,16.457084023333334,202.90000406666664,1.0,584523.1381964496,6503540.150157319,118.59710123376694
445,1240.0,63:35:fa:c5:7a:89,-101.0,17.0,10.6,0.2,a,26119459,58.66384125,16.45708275,202.5,17.0,584523.0766429089,6503539.582263193,181.65997883753266
447,1240.0,ce:2e:0e:b2:67:79,-99.0,28.0,10.6,0.2,PN_0CD1623B,26119462,58.66384125,16.45708275,202.5,27.0,584523.0766429089,6503539.582263193,153.17404637020798
448,1240.0,df:95:52:c1:64:87,-97.0,8.0,10.6,0.2,a,26119466,58.66384888,16.45708466,203.1000061,8.0,584523.1689732117,6503540.43410438,129.1549665014884
459,1245.0,52:d9:e5:be:00:d9,-98.0,17.0,4.296661999999969,2.2,a,26119469,58.664662099090904,16.455890133636363,188.89090520909093,0.0,584451.9178940719,6503629.463673693,140.6527242105238
460,1245.0,56:01:80:05:e1:b7,-99.0,39.0,3.054106000000047,1.0,a,26119470,58.663851167999994,16.457077792,200.7,23.0,584522.7650768277,6503540.68016852,153.17404637020798
473,1245.0,c5:7b:cc:06:8a:51,-93.0,33.142857142857146,1.2425559999999223,7.0,a,26119471,58.664329854571434,16.456376375428572,193.2999965142857,1.0,584480.9237895327,6503593.087813247,91.82542835656287
475,1245.0,ce:2e:0e:b2:67:79,-98.0,28.0,10.6,0.2,PN_0CD1623B,26119474,58.66384888,16.45707703,201.5,27.0,584522.7264127937,6503540.424489325,140.6527242105238
463,1245.0,59:9b:18:cd:7d:b8,-95.0,17.0,3.054106000000047,1.0,a,26119477,58.663851167999994,16.457077792,200.7,65.0,584522.7650768277,6503540.68016852,108.90229622637305
474,1245.0,c6:86:5b:f6:89:b6,-98.0,27.0,10.6,0.2,a,26119484,58.66385269,16.45706749,199.6000061,22.0,584522.163852049,6503540.83662792,140.6527242105238
478,1245.0,d3:7a:34:8e:16:cc,-93.0,27.0,10.6,0.2,a,26119490,58.66385269,16.4570694,199.3999939,25.0,584522.2746371485,6503540.839034814,91.82542835656287
477,1245.0,d0:60:03:0f:d6:75,-95.0,8.0,10.6,0.2,a,26119494,58.66385269,16.4570694,199.3999939,14.0,584522.2746371485,6503540.839034814,108.90229622637305
455,1245.0,4c:1d:01:b5:bf:a9,-99.0,19.0,10.6,0.2,a,26119502,58.66385269,16.4570694,199.3999939,28.0,584522.2746371485,6503540.839034814,153.17404637020798
452,1245.0,1b:b2:42:44:72:86,-96.0,31.0,10.6,0.4,a,26119533,58.66496658,16.45544624,184.3999939,6.0,584425.4358337172,6503662.802176972,118.59710123376694
471,1245.0,c1:8c:19:46:d3:df,-100.0,8.0,10.6,0.4,a,26119534,58.66496658,16.45544624,184.3999939,64.0,584425.4358337172,6503662.802176972,166.81005372000593
482,1245.0,f5:f7:c7:9e:a5:1f,-96.0,47.0,10.6,2.4,a,26119535,58.66496658,16.45544624,184.3999939,12.0,584425.4358337172,6503662.802176972,118.59710123376694
470,1245.0,76:55:a4:fc:0e:90,-95.5,19.0,10.6,0.4,a,26119536,58.66496658,16.45544624,184.3999939,13.0,584425.4358337172,6503662.802176972,113.64636663857242
450,1245.0,08:3a:8d:32:64:16,-97.0,35.4375,10.6,3.2,ZAG002189,26119542,58.66496658,16.45544624,184.3999939,11.0,584425.4358337172,6503662.802176972,129.1549665014884
467,1245.0,65:35:ab:b3:d1:e0,-97.0,18.0,10.6,1.0,a,26119548,58.665001675999996,16.455722423999998,189.35999758,5.0,584441.3699281184,6503667.057026458,129.1549665014884
451,1245.0,0d:c7:6d:41:67:ff,-95.0,21.0,10.6,0.2,a,26119551,58.66496658,16.45544624,184.3999939,24.0,584425.4358337172,6503662.802176972,108.90229622637305
458,1245.0,4f:ed:ca:9a:34:22,-95.0,17.0,10.6,0.4,a,26119552,58.66496658,16.45544624,184.3999939,4.0,584425.4358337172,6503662.802176972,108.90229622637305
464,1245.0,5c:88:63:c5:69:f3,-94.0,31.0,10.6,1.4,a,26119555,58.66496658,16.45544624,184.3999939,50.0,584425.4358337172,6503662.802176972,100.0
453,1245.0,30:af:7e:b0:22:c9,-103.0,30.0,10.6,0.2,a,26119572,58.66496658,16.45544624,184.3999939,13.0,584425.4358337172,6503662.802176972,215.44346900318845
468,1245.0,67:7f:73:40:8d:90,-104.0,17.0,10.6,0.2,a,26119576,58.66496658,16.45544624,184.3999939,61.0,584425.4358337172,6503662.802176972,234.62288481422624
454,1245.0,4c:0d:9e:71:79:2d,-98.0,17.0,10.6,0.2,a,26119581,58.66496658,16.45544624,184.3999939,15.0,584425.4358337172,6503662.802176972,140.6527242105238
461,1245.0,58:6e:74:23:fd:d5,-94.0,18.0,10.6,0.2,a,26119595,58.66496658,16.45544624,184.3999939,53.0,584425.4358337172,6503662.802176972,100.0
476,1245.0,d0:46:7a:34:82:2b,-99.0,8.0,10.6,0.2,a,26119600,58.66496658,16.45544624,184.3999939,39.0,584425.4358337172,6503662.802176972,153.17404637020798
469,1245.0,6e:32:5d:a7:26:59,-96.0,17.0,10.6,0.2,a,26119601,58.66496658,16.45544624,184.3999939,49.0,584425.4358337172,6503662.802176972,118.59710123376694
465,1245.0,5e:56:88:7a:1d:09,-95.0,17.0,10.6,0.4,a,26119608,58.66496658,16.45544624,184.3999939,49.0,584425.4358337172,6503662.802176972,108.90229622637305
457,1245.0,4d:d9:33:78:f0:00,-93.0,24.0,10.6,0.8,a,26119615,58.664988515,16.455618855,187.4999962,13.0,584435.3946465988,6503665.461450218,91.82542835656287
481,1245.0,f4:60:77:d7:ba:6a,-99.0,30.0,10.6,0.2,a,26119616,58.66496658,16.45544624,184.3999939,40.0,584425.4358337172,6503662.802176972,153.17404637020798
462,1245.0,59:99:99:47:16:29,-96.0,28.0,10.6,0.4,a,26119619,58.66496658,16.45544624,184.3999939,10.0,584425.4358337172,6503662.802176972,118.59710123376694
479,1245.0,d4:5c:f0:4d:b8:06,-97.0,27.0,10.6,0.6,Q_670E335B,26119620,58.66496658,16.45544624,184.3999939,3.0,584425.4358337172,6503662.802176972,129.1549665014884
456,1245.0,4c:5e:00:7f:24:50,-98.0,31.0,10.6,0.4,a,26119621,58.66501045,16.45579147,190.5999985,51.0,584445.3534465443,6503668.1207490675,140.6527242105238
472,1245.0,c1:b7:be:0e:d3:c1,-99.0,29.0,10.6,0.2,a,26119622,58.66496658,16.45544624,184.3999939,53.0,584425.4358337172,6503662.802176972,153.17404637020798
486,1250.0,c5:7b:cc:06:8a:51,-90.0,45.5,10.6,2.4,a,26119636,58.663856509999995,16.457095461666665,199.20000206666668,1.0,584523.7770438116,6503541.297150608,71.09709432312435
485,1250.0,5e:56:88:7a:1d:09,-94.0,17.0,10.6,0.2,a,26119641,58.66385651,16.45709419,199.3000031,49.0,584523.7032837583,6503541.295548086,100.0
487,1250.0,d0:60:03:0f:d6:75,-100.0,8.0,10.6,0.2,a,26119644,58.66385651,16.45709419,199.3000031,14.0,584523.7032837583,6503541.295548086,166.81005372000593
484,1250.0,56:01:80:05:e1:b7,-99.0,39.0,10.6,0.2,a,26119648,58.66385651,16.45709419,199.3000031,23.0,584523.7032837583,6503541.295548086,153.17404637020798
483,1250.0,4c:1d:01:b5:bf:a9,-97.0,19.0,10.6,0.2,a,26119650,58.66385651,16.45710182,198.6999969,28.0,584524.145844078,6503541.305163253,129.1549665014884
489,1255.0,56:01:80:05:e1:b7,-98.0,30.6,10.6,1.0,a,26119653,58.663860320000005,16.45710182,198.8000031,23.0,584524.1366286455,6503541.729323747,140.6527242105238
496,1255.0,d0:60:03:0f:d6:75,-95.0,8.0,4.001827000000048,0.6,a,26119654,58.66385269,16.45710373,201.7666677,14.0,584524.2658687963,6503540.882296428,108.90229622637305
488,1255.0,52:d9:e5:be:00:d9,-97.0,17.0,10.6,0.6,a,26119656,58.66386032,16.45710182,198.8000031,0.0,584524.1366286455,6503541.729323745,129.1549665014884
495,1255.0,c6:86:5b:f6:89:b6,-98.0,27.0,10.6,0.2,a,26119657,58.66386032,16.45710182,198.8000031,22.0,584524.1366286455,6503541.729323745,140.6527242105238
494,1255.0,c5:7b:cc:06:8a:51,-92.0,44.875,4.001827000000048,3.2,a,26119658,58.663855551875,16.457103849375,200.3812484875,1.0,584524.2658706992,6503541.201054294,84.31909292866256
492,1255.0,60:18:fc:6c:6b:20,-100.0,17.0,10.6,0.2,a,26119671,58.66385651,16.45710373,200.6999969,7.0,584524.2566291646,6503541.307570202,166.81005372000593
493,1255.0,65:35:ab:b3:d1:e0,-96.5,18.0,10.6,0.4,a,26119690,58.66385269,16.45710564,200.8999939,5.0,584524.376653895,6503540.884703381,123.76350284724813
490,1255.0,59:9b:18:cd:7d:b8,-96.0,17.0,10.6,0.2,a,26119694,58.66385269,16.45710564,200.8999939,65.0,584524.376653895,6503540.884703381,118.59710123376694
491,1255.0,5e:56:88:7a:1d:09,-101.0,17.0,10.6,0.2,a,26119697,58.66385269,16.45710564,200.8999939,49.0,584524.376653895,6503540.884703381,181.65997883753266
503,1260.0,59:99:99:47:16:29,-96.5,28.0,10.6,0.4,a,26119706,58.66501236,16.45612526,196.8999939,10.0,584464.7089037279,6503668.753683475,123.76350284724813
510,1260.0,65:35:ab:b3:d1:e0,-95.5,18.0,10.6,2.8,a,26119707,58.66459601142857,16.456084114285716,199.69999585714285,5.0,584463.3287705505,6503622.350510419,113.64636663857242
518,1260.0,ce:33:6e:06:51:f8,-97.0,8.0,10.6,0.8,a,26119710,58.66457939,16.45598173,199.69999695,64.0,584457.4305061924,6503620.371149356,129.1549665014884
520,1260.0,d4:5c:f0:4d:b8:06,-97.0,27.0,10.6,4.6,Q_670E335B,26119715,58.66468926913044,16.456009656956525,198.243478526087,3.0,584458.7847379032,6503632.6389665995,129.1549665014884
501,1260.0,4d:d9:33:78:f0:00,-97.0,24.0,10.6,0.6,a,26119716,58.66501236,16.45612526,196.8999939,13.0,584464.7089037279,6503668.753683475,129.1549665014884
512,1260.0,6e:32:5d:a7:26:59,-93.5,17.0,10.6,0.4,a,26119724,58.664373395,16.455922125,200.75,49.0,584454.4711781861,6503597.363033594,95.82558549602649
524,1260.0,f5:f7:c7:9e:a5:1f,-101.0,38.0,10.6,0.6,a,26119725,58.66465759,16.455994923333336,198.20000203333333,12.0,584458.0067350115,6503629.093631636,181.65997883753266
515,1260.0,7e:d0:6d:e2:84:d7,-95.0,17.0,10.6,1.6,a,26119733,58.66473388375,16.456017971250002,197.512504575,61.0,584459.1591454146,6503637.616303735,108.90229622637305
523,1260.0,ed:aa:7a:08:7c:b6,-93.0,8.0,10.6,0.4,a,26119734,58.664596555,16.455976485,198.75,18.0,584457.0848023713,6503622.275494297,91.82542835656287
498,1260.0,1b:b2:42:44:72:86,-98.5,31.0,10.6,1.2,a,26119746,58.66433461333333,16.455909726666665,201.96666463333335,6.0,584453.845779153,6503593.029927284,146.7799267622069
506,1260.0,5e:56:88:7a:1d:09,-101.0,17.0,10.6,0.2,a,26119748,58.66477966,16.4560318,197.1000061,49.0,584459.8505887782,6503642.729907221,181.65997883753266
507,1260.0,60:18:fc:6c:6b:20,-95.5,17.0,10.6,1.2,a,26119749,58.66465759,16.455994923333336,198.20000203333333,7.0,584458.0067350115,6503629.093631636,113.64636663857242
517,1260.0,c5:7b:cc:06:8a:51,-94.0,33.142857142857146,2.3062029999998686,7.0,a,26119759,58.664185222571426,16.456018445142856,203.12856663142858,1.0,584460.5127270397,6503576.535413008,100.0
500,1260.0,44:20:a9:69:0c:92,-97.0,18.0,10.6,1.2,a,26119786,58.66418838333334,16.45586681,203.06666056666666,16.0,584451.7099269759,6503576.69636031,129.1549665014884
513,1260.0,74:cf:ba:04:75:56,-100.0,17.0,10.6,0.2,a,26119790,58.66441345,16.45592117,200.3999939,20.0,584454.3189814247,6503601.8210841045,166.81005372000593
508,1260.0,61:f8:73:54:ea:25,-96.0,18.0,10.6,0.2,a,26119802,58.66441345,16.45592117,200.3999939,4.0,584454.3189814247,6503601.8210841045,118.59710123376694
514,1260.0,75:de:b2:43:80:ec,-99.0,17.0,2.3062029999998686,0.6,a,26119810,58.66397476,16.456255593333335,205.16666156666668,28.0,584474.7765885224,6503553.403636528,153.17404637020798
522,1260.0,e8:a8:e0:28:59:e0,-91.5,27.0,10.6,0.4,a,26119818,58.66411209,16.45584869,204.3999939,21.0,584450.8433046937,6503568.1799424365,80.7992644838296
505,1260.0,5a:e8:e6:14:9b:ff,-96.0,31.0,10.6,0.6,a,26119836,58.66401545,16.45582453,204.3999939,19.0,584449.6755137031,6503557.390761371,118.59710123376694
509,1260.0,63:35:fa:c5:7a:89,-97.0,17.0,10.6,0.6,a,26119837,58.66396713,16.45581245,204.3999939,17.0,584449.0916152068,6503551.996171048,129.1549665014884
521,1260.0,e8:70:7b:ae:08:ad,-98.0,8.0,10.6,0.2,a,26119844,58.66396713,16.45581245,204.3999939,39.0,584449.0916152068,6503551.996171048,140.6527242105238
516,1260.0,c0:04:1c:8c:74:77,-101.0,31.0,10.6,0.2,a,26119850,58.66396713,16.45581245,204.3999939,40.0,584449.0916152068,6503551.996171048,181.65997883753266
511,1260.0,67:7f:73:40:8d:90,-94.0,17.0,10.6,0.2,a,26119852,58.66396713,16.45581245,204.3999939,61.0,584449.0916152068,6503551.996171048,100.0
504,1260.0,5a:8c:28:43:c6:5c,-100.0,31.0,10.6,0.2,a,26119854,58.66396713,16.45581245,204.3999939,35.0,584449.0916152068,6503551.996171048,166.81005372000593
502,1260.0,56:01:80:05:e1:b7,-93.0,39.0,10.6,0.2,a,26119855,58.66396713,16.45581245,204.3999939,23.0,584449.0916152068,6503551.996171048,91.82542835656287
519,1260.0,d3:7a:34:8e:16:cc,-94.0,27.0,10.6,0.2,a,26119873,58.66384506,16.45710564,206.6999969,25.0,584524.3951089939,6503540.035269118,100.0
499,1260.0,30:af:7e:d7:e2:c4,-92.5,29.0,10.6,0.8,a,26119876,58.66384506,16.45710564,206.6999969,54.0,584524.3951089939,6503540.035269118,87.99225435691069
497,1260.0,14:aa:ac:fe:27:4f,-96.0,31.0,10.6,2.0,a,26119877,58.663846969999994,16.457107545000003,207.1500015,32.0,584524.5009842757,6503540.25030666,118.59710123376694
525,1265.0,14:aa:ac:fe:27:4f,-96.0,31.0,10.6,1.6,a,26119892,58.66384888,16.45709991,207.6000061,32.0,584524.0535140187,6503540.45332204,118.59710123376694
526,1265.0,30:af:7e:d7:e2:c4,-95.0,26.142857142857142,10.6,1.4,a,26119893,58.66384888,16.45709991,207.6000061,54.0,584524.0535140187,6503540.45332204,108.90229622637305
529,1265.0,c1:8c:19:46:d3:df,-96.0,8.0,10.6,0.2,a,26119897,58.66384888,16.45709991,207.6000061,64.0,584524.0535140187,6503540.45332204,118.59710123376694
528,1265.0,59:9b:18:cd:7d:b8,-98.0,17.0,10.6,0.2,a,26119900,58.66384888,16.45709991,207.6000061,65.0,584524.0535140187,6503540.45332204,140.6527242105238
530,1265.0,c5:7b:cc:06:8a:51,-95.0,28.0,10.6,0.2,a,26119910,58.66384888,16.45709991,207.6000061,1.0,584524.0535140187,6503540.45332204,108.90229622637305
527,1265.0,56:01:80:05:e1:b7,-99.0,18.0,10.6,0.2,a,26119912,58.66384888,16.45709991,207.6000061,23.0,584524.0535140187,6503540.45332204,153.17404637020798
534,1270.0,c5:7b:cc:06:8a:51,-95.0,37.0,3.4276029999998627,2.0,a,26119913,58.663836669,16.457047843,208.18000031000003,1.0,584521.0630229237,6503539.028280546,108.90229622637305
537,1270.0,d4:5c:f0:4d:b8:06,-102.0,27.0,3.4276029999998627,0.4,Q_670E335B,26119914,58.663871764999996,16.457060815,207.90000155,3.0,584521.730547893,6503542.951802103,197.83188827841644
531,1270.0,56:01:80:05:e1:b7,-95.5,28.5,3.4276029999998627,1.2,a,26119920,58.663820265,16.45704015,208.5166677,23.0,584520.6564836389,6503537.192358322,113.64636663857242
536,1270.0,d3:7a:34:8e:16:cc,-96.5,27.0,3.4276029999998627,0.4,a,26119921,58.663871764999996,16.457060815,207.90000155,25.0,584521.730547893,6503542.951802103,123.76350284724813
535,1270.0,d0:60:03:0f:d6:75,-99.0,8.0,10.6,0.2,a,26119923,58.66387558,16.45706558,208.6000061,14.0,584521.9977031659,6503543.38252385,153.17404637020798
532,1270.0,5a:e8:e6:14:9b:ff,-96.5,18.0,10.6,0.4,a,26119960,58.66377258,16.45702171,209.0,19.0,584519.7022450184,6503531.860435791,123.76350284724813
533,1270.0,63:35:fa:c5:7a:89,-97.0,17.0,10.6,0.2,a,26119961,58.66377258,16.45702171,209.0,17.0,584519.7022450184,6503531.860435791,129.1549665014884
541,1275.0,52:d9:e5:be:00:d9,-96.5,17.0,10.6,0.4,a,26119967,58.66396713,16.45581245,204.3999939,0.0,584449.0916152068,6503551.996171048,123.76350284724813
566,1275.0,d4:d4:da:70:22:e6,-102.0,27.0,10.6,0.2,ZAG002466,26119968,58.66396713,16.45581245,204.3999939,37.0,584449.0916152068,6503551.996171048,197.83188827841644
551,1275.0,67:7f:73:40:8d:90,-93.0,17.0,10.6,3.2,a,26119969,58.66396713,16.45581245,204.3999939,61.0,584449.0916152068,6503551.996171048,91.82542835656287
549,1275.0,63:35:fa:c5:7a:89,-95.5,17.0,3.0036199999999553,3.2,a,26119970,58.663952586875006,16.455888744375,204.674994475,17.0,584453.5520261655,6503550.473172572,113.64636663857242
558,1275.0,c5:7b:cc:06:8a:51,-90.0,43.6,3.0036199999999553,5.0,a,26119971,58.663948514800005,16.4559101068,204.75199463599998,1.0,584454.800941881,6503550.046733915,71.09709432312435
543,1275.0,57:47:61:34:88:9a,-91.5,17.0,10.6,0.4,a,26119974,58.66396713,16.45581245,204.3999939,47.0,584449.0916152068,6503551.996171048,80.7992644838296
562,1275.0,ce:33:6e:06:51:f8,-91.0,8.0,10.6,0.2,a,26119975,58.66396713,16.45581245,204.3999939,64.0,584449.0916152068,6503551.996171048,77.4263682681127
546,1275.0,5a:e8:e6:14:9b:ff,-94.0,31.0,10.6,2.8,a,26119976,58.66396713,16.45581245,204.3999939,19.0,584449.0916152068,6503551.996171048,100.0
550,1275.0,65:35:ab:b3:d1:e0,-91.0,18.0,10.6,1.0,a,26119980,58.66396713,16.45581245,204.3999939,5.0,584449.0916152068,6503551.996171048,77.4263682681127
540,1275.0,44:20:a9:69:0c:92,-90.5,18.0,10.6,3.2,a,26119982,58.66396713,16.45581245,204.3999939,16.0,584449.0916152068,6503551.996171048,74.19427072122869
545,1275.0,5a:8c:28:43:c6:5c,-96.0,28.0,3.0036199999999553,2.6,a,26119988,58.663913432307695,16.456094152307692,205.41538063846153,35.0,584465.560842844,6503546.372817365,118.59710123376694
547,1275.0,5e:56:88:7a:1d:09,-93.5,17.0,3.0036199999999553,0.4,a,26119993,58.663850785,16.456422805000003,206.5999985,49.0,584484.7750039559,6503539.812325749,95.82558549602649
542,1275.0,56:01:80:05:e1:b7,-94.5,34.8,3.0036199999999553,2.0,a,26119999,58.663840485,16.456431768999998,206.3499985,23.0,584485.3198416344,6503538.676936048,104.35626297753913
544,1275.0,58:6e:74:23:fd:d5,-94.5,32.0,10.6,1.2,a,26120002,58.66396713,16.45581245,204.3999939,53.0,584449.0916152068,6503551.996171048,104.35626297753913
561,1275.0,ce:2e:0e:b2:67:79,-101.0,28.0,10.6,0.6,PN_0CD1623B,26120017,58.66396713,16.45581245,204.3999939,27.0,584449.0916152068,6503551.996171048,181.65997883753266
556,1275.0,c0:04:1c:8c:74:77,-95.0,31.0,10.6,0.2,a,26120023,58.66396713,16.45581245,204.3999939,40.0,584449.0916152068,6503551.996171048,108.90229622637305
548,1275.0,60:18:fc:6c:6b:20,-88.5,17.0,10.6,0.4,a,26120026,58.66396713,16.45581245,204.3999939,7.0,584449.0916152068,6503551.996171048,62.559936077176296
539,1275.0,30:af:7e:b0:22:c9,-94.0,24.0,10.6,0.6,a,26120030,58.66396713,16.45581245,204.3999939,13.0,584449.0916152068,6503551.996171048,100.0
554,1275.0,74:cf:ba:04:75:56,-91.5,17.0,10.6,0.4,a,26120040,58.66396713,16.45581245,204.3999939,20.0,584449.0916152068,6503551.996171048,80.7992644838296
557,1275.0,c1:8c:19:46:d3:df,-97.0,8.0,10.6,0.4,a,26120044,58.66396713,16.45581245,204.3999939,64.0,584449.0916152068,6503551.996171048,129.1549665014884
565,1275.0,d4:5c:f0:4d:b8:06,-95.0,27.0,10.6,0.2,Q_670E335B,26120051,58.66396713,16.45581245,204.3999939,3.0,584449.0916152068,6503551.996171048,108.90229622637305
570,1275.0,e8:a8:e0:28:59:e0,-93.0,27.0,10.6,0.2,a,26120056,58.66396713,16.45581245,204.3999939,21.0,584449.0916152068,6503551.996171048,91.82542835656287
553,1275.0,6e:32:5d:a7:26:59,-97.0,17.0,10.6,0.2,a,26120064,58.66396713,16.45581245,204.3999939,49.0,584449.0916152068,6503551.996171048,129.1549665014884
569,1275.0,e8:70:7b:ae:08:ad,-88.0,8.0,10.6,0.2,a,26120074,58.66396713,16.45581245,204.3999939,39.0,584449.0916152068,6503551.996171048,59.94842503189409
563,1275.0,d0:46:7a:34:82:2b,-97.0,8.0,10.6,0.2,a,26120079,58.66396713,16.45581245,204.3999939,39.0,584449.0916152068,6503551.996171048,129.1549665014884
538,1275.0,1b:b2:42:44:72:86,-98.5,31.0,10.6,0.4,a,26120091,58.66396713,16.45581245,204.3999939,6.0,584449.0916152068,6503551.996171048,146.7799267622069
560,1275.0,cc:b1:1a:e5:07:f9,-96.0,31.0,10.6,0.4,a,26120097,58.66396713,16.45581245,204.3999939,29.0,584449.0916152068,6503551.996171048,118.59710123376694
567,1275.0,df:95:52:c1:64:87,-96.5,8.0,3.0036199999999553,0.4,a,26120106,58.663850785,16.456422805000003,206.5999985,8.0,584484.7750039559,6503539.812325749,123.76350284724813
555,1275.0,76:8c:e8:3c:bc:a5,-99.0,18.0,10.6,0.2,a,26120115,58.66396713,16.45581245,204.3999939,26.0,584449.0916152068,6503551.996171048,153.17404637020798
564,1275.0,d0:60:03:0f:d6:75,-95.0,8.0,10.6,0.2,a,26120127,58.66373444,16.45703316,208.8000031,14.0,584520.4586237395,6503527.628806126,108.90229622637305
577,1280.0,d3:7a:34:8e:16:cc,-93.0,27.0,10.6,0.2,a,26120156,58.66360092,16.45716476,206.3999939,25.0,584528.4147654898,6503512.930103767,91.82542835656287
578,1280.0,e8:a8:e0:28:59:e0,-96.0,27.0,10.6,0.2,a,26120157,58.66360092,16.45716476,206.3999939,21.0,584528.4147654898,6503512.930103767,118.59710123376694
576,1280.0,c5:7b:cc:06:8a:51,-98.0,28.0,10.6,0.2,a,26120158,58.66360092,16.45716476,206.3999939,1.0,584528.4147654898,6503512.930103767,140.6527242105238
574,1280.0,5e:56:88:7a:1d:09,-95.0,17.0,10.6,0.2,a,26120159,58.66360092,16.45716476,206.3999939,49.0,584528.4147654898,6503512.930103767,108.90229622637305
572,1280.0,56:01:80:05:e1:b7,-96.0,28.5,10.6,0.8,a,26120160,58.6635522825,16.4572248425,205.349998475,23.0,584532.0173873896,6503507.5910982555,118.59710123376694
571,1280.0,52:d9:e5:be:00:d9,-103.0,17.0,10.6,0.2,a,26120161,58.66360092,16.45716476,206.3999939,0.0,584528.4147654898,6503512.930103767,215.44346900318845
