,Time Window,Mac,RSSI,Frame_length,MAC Period,Occurrences,Fingerprint,No.,latitude,longitude,gnss_altitude,Classification,utm_x,utm_y,distance
941,1420.0,34:7e:3c:dd:57:b7,-91.0,31.0,10.6,5.0,a,26122749,58.663271785999996,16.4582663008,210.22000309999999,57.0,584593.1042499333,6503477.676948168,77.4263682681127
945,1420.0,c5:7b:cc:06:8a:51,-93.0,28.0,10.6,0.2,a,26122750,58.66326141,16.45822144,210.3000031,1.0,584590.5272771847,6503476.465229288,91.82542835656287
940,1420.0,30:af:7e:d7:e2:c4,-96.0,33.0,10.6,0.6,Grundfos,26122752,58.66326141,16.45822144,210.3000031,54.0,584590.5272771847,6503476.465229288,118.59710123376694
936,1420.0,00:15:f3:25:90:c1,-96.0,31.0,10.6,4.2,3M CH1-0C1,26122760,58.66327993857143,16.458301548571427,210.15714595714286,33.0,584595.1290131328,6503478.62901421,118.59710123376694
937,1420.0,14:aa:ac:fe:27:4f,-97.0,31.0,10.6,1.8,a,26122764,58.66327582111111,16.458283746666666,210.18889198888888,32.0,584594.1064055776,6503478.148172642,129.1549665014884
943,1420.0,42:b6:e0:9f:22:28,-92.0,17.0,10.6,0.2,a,26122768,58.66326141,16.45822144,210.3000031,15.0,584590.5272771847,6503476.465229288,84.31909292866256
938,1420.0,24:1d:51:a4:5f:19,-97.0,31.0,10.6,1.0,a,26122779,58.66327438,16.458277516,210.2000031,60.0,584593.7484928748,6503477.979878158,129.1549665014884
939,1420.0,2c:d4:29:7c:6c:0f,-97.0,31.0,10.6,0.8,a,26122803,58.66326141,16.45822144,210.3000031,41.0,584590.5272771847,6503476.465229288,129.1549665014884
942,1420.0,37:71:7d:74:e9:27,-100.0,31.0,10.6,0.6,a,26122807,58.66326141,16.45822144,210.3000031,31.0,584590.5272771847,6503476.465229288,166.81005372000593
947,1435.0,00:15:f3:25:90:c1,-95.0,31.0,10.6,1.8,3M CH1-0C1,26122869,58.663345340000006,16.45855331,209.8000031,33.0,584609.5737372101,6503486.227592961,108.90229622637305
951,1435.0,2f:05:5e:9d:19:f7,-96.0,31.0,10.6,0.6,a,26122870,58.663369499999995,16.458632783333332,209.53333540000003,10.0,584614.124970172,6503489.017535884,118.59710123376694
949,1435.0,24:1d:51:a4:5f:19,-97.0,31.0,10.6,0.2,a,26122871,58.66334534,16.45855331,209.8000031,60.0,584609.5737372101,6503486.227592959,129.1549665014884
953,1435.0,34:7e:3c:dd:57:b7,-94.0,31.0,10.6,2.6,a,26122872,58.66334533999999,16.45855331,209.8000031,57.0,584609.5737372101,6503486.227592959,100.0
950,1435.0,2c:d4:29:7c:6c:0f,-96.5,31.0,10.6,2.8,a,26122876,58.663373405,16.458642138571427,209.52143099999998,41.0,584614.6581511393,6503489.464074228,123.76350284724813
956,1435.0,cc:b1:1a:e5:07:f9,-96.0,31.0,10.6,2.0,a,26122883,58.663370135,16.458629986,209.57000278,29.0,584613.9611776695,6503489.08470039,118.59710123376694
954,1435.0,37:71:7d:74:e9:27,-92.0,31.0,10.6,3.2,a,26122884,58.663388016875,16.45869064,209.3562517375,31.0,584617.4360203499,6503491.151974339,84.31909292866256
948,1435.0,14:aa:ac:fe:27:4f,-97.0,31.0,10.6,2.2,a,26122891,58.66336510727273,16.458618333636363,209.58182043636364,32.0,584613.2974737507,6503488.510273136,129.1549665014884
955,1435.0,42:b6:e0:9f:22:28,-94.0,17.0,10.6,0.4,a,26122896,58.66334534,16.45855331,209.8000031,15.0,584609.5737372101,6503486.227592959,100.0
952,1435.0,30:af:7e:d7:e2:c4,-94.0,29.8,10.6,2.0,a,26122901,58.663367084,16.458624836000002,209.56000217000002,54.0,584613.6698471667,6503488.738541351,100.0
958,1445.0,00:15:f3:25:90:c1,-97.5,31.0,10.6,1.6,3M CH1-0C1,26122974,58.66344833,16.45884323,209.1000061,33.0,584626.1407064212,6503498.059036595,134.78129649084582
965,1445.0,30:af:7e:d7:e2:c4,-97.0,26.333333333333332,10.6,4.8,a,26122975,58.66348011916667,16.4588526075,209.133338925,54.0,584626.6076504772,6503501.609897859,129.1549665014884
967,1445.0,37:71:7d:74:e9:27,-91.0,31.0,10.6,9.6,a,26122977,58.66344833,16.45884323,209.1000061,31.0,584626.1407064212,6503498.059036595,77.4263682681127
961,1445.0,21:80:c4:b4:6f:56,-102.0,31.0,10.6,0.6,a,26122981,58.66344833,16.45884323,209.1000061,50.0,584626.1407064212,6503498.059036595,197.83188827841644
962,1445.0,2c:d4:29:7c:6c:0f,-97.0,31.0,10.6,3.2,a,26122983,58.66349601375,16.45885729625,209.1500053375,41.0,584626.8411221238,6503503.385328523,129.1549665014884
972,1445.0,fb:4d:64:63:cf:88,-97.5,21.0,10.6,0.4,a,26122990,58.66344833,16.45884323,209.1000061,62.0,584626.1407064212,6503498.059036595,134.78129649084582
968,1445.0,42:b6:e0:9f:22:28,-90.0,17.0,10.6,0.2,a,26122991,58.66344833,16.45884323,209.1000061,15.0,584626.1407064212,6503498.059036595,71.09709432312435
964,1445.0,2f:05:5e:9d:19:f7,-99.5,31.0,10.6,0.4,a,26122998,58.66344833,16.45884323,209.1000061,10.0,584626.1407064212,6503498.059036595,159.84671064343198
959,1445.0,14:aa:ac:fe:27:4f,-97.0,31.0,10.6,2.2,a,26123000,58.66344833,16.45884323,209.1000061,32.0,584626.1407064212,6503498.059036595,129.1549665014884
970,1445.0,76:9a:05:36:f9:dd,-98.0,17.0,10.6,0.2,a,26123012,58.66344833,16.45884323,209.1000061,28.0,584626.1407064212,6503498.059036595,140.6527242105238
971,1445.0,cc:b1:1a:e5:07:f9,-99.0,31.0,10.6,1.0,a,26123019,58.66344833000001,16.45884323,209.10000610000003,29.0,584626.1407064211,6503498.059036596,153.17404637020798
963,1445.0,2e:11:01:ec:7d:64,-99.5,31.0,10.6,0.4,a,26123029,58.66344833,16.45884323,209.1000061,19.0,584626.1407064212,6503498.059036595,159.84671064343198
966,1445.0,34:7e:3c:dd:57:b7,-97.0,31.0,10.6,1.8,a,26123060,58.66344833,16.45884323,209.1000061,57.0,584626.1407064212,6503498.059036595,129.1549665014884
969,1445.0,5c:8d:f5:a1:cd:d5,-100.0,17.0,10.6,0.4,a,26123099,58.663639065,16.458899494999997,209.30000305,17.0,584628.9423554994,6503519.364205368,166.81005372000593
960,1445.0,17:07:72:4f:89:4a,-98.0,31.0,10.6,0.4,a,26123106,58.66344833,16.45884323,209.1000061,6.0,584626.1407064212,6503498.059036595,140.6527242105238
976,1450.0,30:af:7e:d7:e2:c4,-96.5,29.0,10.6,3.2,a,26123123,58.66386795,16.45896721,209.8999939,54.0,584632.3157053062,6503544.930994211,123.76350284724813
975,1450.0,2c:d4:29:7c:6c:0f,-96.0,31.0,10.6,2.2,a,26123125,58.663867950000004,16.45896721,209.8999939,41.0,584632.3157053062,6503544.930994213,118.59710123376694
981,1450.0,76:9a:05:36:f9:dd,-100.0,17.0,10.6,0.6,a,26123128,58.66386795,16.45896721,209.8999939,28.0,584632.3157053062,6503544.930994211,166.81005372000593
974,1450.0,14:aa:ac:fe:27:4f,-96.0,31.0,10.6,3.0,a,26123131,58.663867950000004,16.45896721,209.8999939,32.0,584632.3157053062,6503544.930994213,118.59710123376694
983,1450.0,d0:60:03:0f:d6:75,-100.0,8.0,10.6,0.2,a,26123141,58.66386795,16.45896721,209.8999939,14.0,584632.3157053062,6503544.930994211,166.81005372000593
982,1450.0,c5:7b:cc:06:8a:51,-96.0,28.0,10.6,2.6,a,26123143,58.66393191923077,16.458996260769233,210.34614916153848,1.0,584633.8457993346,6503552.089228163,118.59710123376694
973,1450.0,00:15:f3:25:90:c1,-96.5,31.0,10.6,0.8,3M CH1-0C1,26123156,58.66386795,16.45896721,209.8999939,33.0,584632.3157053062,6503544.930994211,123.76350284724813
980,1450.0,67:29:8c:28:ec:9c,-96.0,17.0,10.6,1.4,a,26123160,58.66398675,16.459021161428574,210.72856795714284,59.0,584635.1573034975,6503558.224857829,118.59710123376694
979,1450.0,60:18:fc:6c:6b:20,-97.0,17.0,10.6,0.2,a,26123162,58.66386795,16.45896721,209.8999939,7.0,584632.3157053062,6503544.930994211,129.1549665014884
984,1450.0,e8:a8:e0:28:59:e0,-95.0,27.0,10.6,0.2,a,26123176,58.66386795,16.45896721,209.8999939,21.0,584632.3157053062,6503544.930994211,108.90229622637305
978,1450.0,43:04:ad:98:25:01,-96.0,17.0,10.6,0.2,a,26123177,58.66386795,16.45896721,209.8999939,63.0,584632.3157053062,6503544.930994211,118.59710123376694
977,1450.0,34:7e:3c:dd:57:b7,-97.0,31.0,10.6,0.6,a,26123191,58.66400655,16.459030153333334,210.86666363333333,57.0,584635.6309010878,6503560.440502006,129.1549665014884
992,1455.0,67:29:8c:28:ec:9c,-97.0,17.0,10.6,3.6,a,26123217,58.66437975666666,16.459175431666665,214.24999491666665,59.0,584643.1534104886,6503602.172245954,129.1549665014884
993,1455.0,c5:7b:cc:06:8a:51,-96.5,40.0,10.6,2.0,a,26123218,58.66432189999999,16.45916367,213.39999389999997,1.0,584642.6113525322,6503595.716326142,123.76350284724813
988,1455.0,30:af:7e:d7:e2:c4,-97.0,26.6,10.6,1.0,a,26123219,58.66432189999999,16.45916367,213.39999389999997,54.0,584642.6113525322,6503595.716326142,129.1549665014884
987,1455.0,2c:d4:29:7c:6c:0f,-95.0,31.0,10.6,1.0,a,26123220,58.66432189999999,16.45916367,213.39999389999997,41.0,584642.6113525322,6503595.716326142,108.90229622637305
989,1455.0,34:7e:3c:dd:57:b7,-103.0,31.0,10.6,0.2,a,26123225,58.6643219,16.45916367,213.3999939,57.0,584642.6113525322,6503595.716326142,215.44346900318845
990,1455.0,5e:56:88:7a:1d:09,-95.0,17.0,10.6,0.2,a,26123235,58.6643219,16.45916367,213.3999939,49.0,584642.6113525322,6503595.716326142,108.90229622637305
991,1455.0,60:18:fc:6c:6b:20,-98.0,17.0,10.6,0.6,a,26123239,58.66443761333333,16.45918719333333,215.09999593333336,7.0,584643.6954660967,6503608.628165916,140.6527242105238
994,1455.0,e6:09:dc:37:4b:8b,-96.0,8.0,10.6,0.2,a,26123240,58.6643219,16.45916367,213.3999939,64.0,584642.6113525322,6503595.716326142,118.59710123376694
995,1455.0,e8:a8:e0:28:59:e0,-96.0,27.0,10.6,0.2,a,26123246,58.6643219,16.45916367,213.3999939,21.0,584642.6113525322,6503595.716326142,118.59710123376694
986,1455.0,2b:36:32:f8:bc:ac,-99.0,31.0,10.6,0.2,a,26123251,58.6643219,16.45916367,213.3999939,10.0,584642.6113525322,6503595.716326142,153.17404637020798
985,1455.0,14:aa:ac:fe:27:4f,-99.0,31.0,10.6,0.2,a,26123266,58.66466904,16.45923424,218.5,32.0,584645.8636650442,6503634.451847185,153.17404637020798
1001,1460.0,c5:7b:cc:06:8a:51,-97.0,31.75,3.175322999999935,1.6,a,26123268,58.66480684375,16.45924353625,219.799997325,1.0,584646.0690537388,6503649.8050196925,129.1549665014884
998,1460.0,5e:56:88:7a:1d:09,-90.0,17.0,10.6,0.2,a,26123269,58.66470718,16.45924377,219.3999939,49.0,584646.3240297983,6503638.709930876,71.09709432312435
997,1460.0,2c:d4:29:7c:6c:0f,-96.0,31.0,10.6,0.2,a,26123272,58.66477966,16.45924759,218.8999939,41.0,584646.3700236981,6503646.783818183,118.59710123376694
1000,1460.0,67:29:8c:28:ec:9c,-95.5,17.0,3.175322999999935,1.6,a,26123273,58.664791585,16.45924044,219.77499964999998,59.0,584645.9264295895,6503648.102383327,113.64636663857242
996,1460.0,14:aa:ac:fe:27:4f,-95.0,31.0,10.6,0.6,a,26123279,58.66479874,16.45923615,220.3000031,32.0,584645.6602732581,6503648.893522432,108.90229622637305
999,1460.0,60:18:fc:6c:6b:20,-96.0,17.0,10.6,0.2,a,26123289,58.66486359,16.45924568,220.1999969,7.0,584646.0559351742,6503656.125181892,118.59710123376694
1002,1460.0,e6:09:dc:37:4b:8b,-94.0,8.0,10.6,0.2,a,26123290,58.66486359,16.45924568,220.1999969,64.0,584646.0559351742,6503656.125181892,100.0
1003,1465.0,c5:7b:cc:06:8a:51,-95.0,32.285714285714285,10.6,1.4,a,26123316,58.664900644285716,16.459250042857143,220.21428792857142,1.0,584646.2192269542,6503660.255874116,108.90229622637305
1006,1470.0,c5:7b:cc:06:8a:51,-97.0,28.0,10.6,0.8,a,26123324,58.66501522,16.459271910000002,222.05000305,1.0,584647.2099950733,6503673.038976973,129.1549665014884
1004,1470.0,2c:a7:74:95:79:bc,-100.5,30.0,3.072996000000103,0.4,a,26123327,58.665050504999996,16.459276199999998,222.30000305,58.0,584647.3733441308,6503676.972606036,174.07673833302368
1005,1470.0,4c:5e:00:7f:24:50,-92.5,31.0,3.072996000000103,2.0,a,26123331,58.665119551,16.459284781999997,222.30000001,51.0,584647.7038483877,6503684.670202626,87.99225435691069
1007,1470.0,d4:5c:f0:4d:b8:06,-96.0,27.0,10.6,0.2,Q_670E335B,26123332,58.66510391,16.45928192,222.5,3.0,584647.5757396119,6503682.925306536,118.59710123376694
1008,1475.0,4c:5e:00:7f:24:50,-90.0,31.0,10.6,1.6,a,26123375,58.66527367,16.459311485,223.05000305,51.0,584648.87929092,6503701.861691748,71.09709432312435
1009,1475.0,d4:5c:f0:4d:b8:06,-98.0,27.0,10.6,0.2,Q_670E335B,26123384,58.66530991,16.45931816,223.5,3.0,584649.1786526613,6503705.904649494,140.6527242105238
1010,1480.0,4c:5e:00:7f:24:50,-93.0,31.0,3.0193449999999302,4.6,a,26123386,58.665446072608695,16.45935464869565,225.10435087391306,51.0,584650.9651473747,6503721.109437561,91.82542835656287
1011,1480.0,98:04:ed:16:a4:9d,-97.5,42.0,3.0193449999999302,0.8,a,26123395,58.6655197125,16.45938015,225.6750031,58.0,584652.2658249045,6503729.339818565,134.78129649084582
1014,1485.0,4c:5e:00:7f:24:50,-96.0,31.0,10.6,1.2,a,26123434,58.665592190000005,16.45940018,226.0,51.0,584653.2519777727,6503737.433887698,118.59710123376694
1012,1485.0,00:15:f3:20:9d:2b,-97.0,21.0,10.6,0.2,a,26123437,58.66559219,16.45940018,226.0,9.0,584653.2519777727,6503737.433887698,129.1549665014884
1015,1485.0,98:04:ed:16:a4:9d,-99.0,30.0,10.6,0.2,a,26123438,58.66559219,16.45940018,226.0,58.0,584653.2519777727,6503737.433887698,153.17404637020798
1016,1485.0,cc:b1:1a:e5:07:f9,-98.0,31.0,10.6,0.2,a,26123441,58.66559219,16.45940018,226.0,29.0,584653.2519777727,6503737.433887698,140.6527242105238
1017,1485.0,d4:5c:f0:4d:b8:06,-93.5,27.0,3.010451000000103,2.8,Q_670E335B,26123444,58.66566821428571,16.459408899999996,225.06428852857144,3.0,584653.5735572844,6503745.90853961,95.82558549602649
1018,1485.0,d4:d4:da:70:22:e6,-95.0,51.54545454545455,10.6,2.2,ZAG002466,26123464,58.66568478545455,16.45941752090909,220.50909700909094,37.0,584654.033420817,6503747.764258646,108.90229622637305
1013,1485.0,21:80:c4:b4:6f:56,-97.0,31.0,10.6,0.2,a,26123468,58.66567993,16.45940781,225.6000061,50.0,584653.4819549139,6503747.211453153,129.1549665014884
1020,1490.0,d4:d4:da:70:22:e6,-94.0,52.07142857142857,10.6,2.8,ZAG002466,26123486,58.665642058571436,16.45947184142857,216.65000374285714,37.0,584657.2875049447,6503743.076113731,100.0
1019,1490.0,d4:5c:f0:4d:b8:06,-90.0,27.0,10.6,3.0,Q_670E335B,26123487,58.665625764,16.459471131999997,216.5200043,3.0,584657.2858356447,6503741.2611731775,71.09709432312435
1023,1495.0,d4:5c:f0:4d:b8:06,-93.0,27.0,3.5058400000000347,6.6,Q_670E335B,26123516,58.665531158181814,16.45943509,214.2909078878788,3.0,584655.4246089499,6503730.6833874965,91.82542835656287
1024,1495.0,d4:d4:da:70:22:e6,-95.0,47.25,3.5058400000000347,6.4,ZAG002466,26123517,58.6655210265625,16.459428790625,213.321875115625,37.0,584655.0837915344,6503729.547501865,108.90229622637305
1022,1495.0,c1:8c:19:46:d3:df,-97.0,8.0,10.6,0.2,a,26123528,58.66555023,16.45944977,216.1999969,64.0,584656.2298417077,6503732.825147086,129.1549665014884
1021,1495.0,59:9b:18:cd:7d:b8,-100.0,17.0,10.6,0.2,a,26123529,58.66555023,16.45944977,216.1999969,65.0,584656.2298417077,6503732.825147086,166.81005372000593
1027,1500.0,d4:d4:da:70:22:e6,-96.0,49.09090909090909,10.6,4.4,ZAG002466,26123613,58.66550688454545,16.459420295454546,212.28181596363638,37.0,584654.6253337644,6503727.962374529,118.59710123376694
1026,1500.0,d4:5c:f0:4d:b8:06,-90.0,27.0,10.6,3.4,Q_670E335B,26123614,58.66550670117647,16.45941992823529,212.25293866470588,3.0,584654.604479323,6503727.941496904,71.09709432312435
1025,1500.0,c1:8c:19:46:d3:df,-98.0,8.0,10.6,0.2,a,26123641,58.66550446,16.45941544,211.8999939,64.0,584654.3495916902,6503727.686325977,140.6527242105238
1029,1510.0,d4:d4:da:70:22:e6,-96.0,42.95454545454545,10.6,4.4,ZAG002466,26123655,58.66550237909091,16.459425142727273,211.35455114545456,37.0,584654.9173902111,6503727.466908439,118.59710123376694
1028,1510.0,d4:5c:f0:4d:b8:06,-91.0,27.0,10.6,4.8,Q_670E335B,26123656,58.66550128083333,16.459429260833335,211.225005475,3.0,584655.1589006636,6503727.349839107,77.4263682681127
1032,1515.0,d4:5c:f0:4d:b8:06,-96.0,27.0,3.6810209999998733,5.6,Q_670E335B,26123723,58.665478435714284,16.45950242857143,209.43571799642856,3.0,584659.4579711065,6503724.898885047,118.59710123376694
1033,1515.0,d4:d4:da:70:22:e6,-95.0,45.1551724137931,3.6810209999998733,11.6,ZAG002466,26123724,58.665477425862065,16.459506663275864,209.42586517758622,37.0,584659.706030371,6503724.791805176,108.90229622637305
1031,1515.0,65:35:ab:b3:d1:e0,-103.0,18.0,10.6,0.2,a,26123772,58.66547394,16.45952225,209.8000031,5.0,584660.6185050694,6503724.42340455,215.44346900318845
1035,1520.0,d4:d4:da:70:22:e6,-95.5,47.86363636363637,10.6,4.4,ZAG002466,26123864,58.66547775000001,16.459501435909093,211.1227312818182,37.0,584659.4020580798,6503724.82129276,113.64636663857242
1034,1520.0,d4:5c:f0:4d:b8:06,-94.0,27.0,10.6,1.4,Q_670E335B,26123866,58.66547775,16.45949881,211.1571437,3.0,584659.2497555019,6503724.817978283,100.0
1037,1525.0,d4:d4:da:70:22:e6,-95.0,51.42857142857143,10.6,4.2,ZAG002466,26123894,58.66548229571428,16.459489187142857,211.68095103333334,37.0,584658.6806171844,6503725.311898292,108.90229622637305
1036,1525.0,d4:5c:f0:4d:b8:06,-95.0,27.0,10.6,3.4,Q_670E335B,26123895,58.665482691176464,16.459488364117647,211.66470422941177,3.0,584658.6319236677,6503725.354885548,108.90229622637305
1040,1530.0,d4:d4:da:70:22:e6,-94.0,50.8235294117647,10.6,3.4,ZAG002466,26123965,58.66548762705882,16.459472991176472,210.86470480588235,37.0,584657.7283357773,6503725.884984603,100.0
1039,1530.0,d4:5c:f0:4d:b8:06,-97.0,27.0,10.6,0.6,Q_670E335B,26123974,58.665487926666664,16.459473290000002,210.96666463333335,3.0,584657.7449416518,6503725.918716572,129.1549665014884
1038,1530.0,58:6e:74:23:fd:d5,-101.0,18.0,10.6,0.2,a,26123978,58.6654892,16.45947456,211.3999939,53.0,584657.8155166148,6503726.062077455,181.65997883753266
1042,1535.0,d4:d4:da:70:22:e6,-97.0,45.0,3.033382999999958,3.6,ZAG002466,26123988,58.665480717222216,16.45948028777778,210.08889261666667,37.0,584658.1682788569,6503725.124934798,129.1549665014884
1041,1535.0,d4:5c:f0:4d:b8:06,-95.0,27.0,3.033382999999958,5.4,Q_670E335B,26123989,58.6654817062963,16.45947944074074,209.8962990074074,3.0,584658.1167544932,6503725.233977488,108.90229622637305
1044,1540.0,d4:d4:da:70:22:e6,-97.0,36.0,2.971178000000009,1.2,ZAG002466,26124059,58.66547775,16.459502218333334,210.11667123333334,37.0,584659.4474386413,6503724.822280352,129.1549665014884
1043,1540.0,d4:5c:f0:4d:b8:06,-95.0,27.0,2.971178000000009,3.2,Q_670E335B,26124060,58.66547775,16.45950090875,210.03125285,3.0,584659.3714828826,6503724.820627367,108.90229622637305
1047,1545.0,d4:d4:da:70:22:e6,-98.0,31.5,10.6,1.2,ZAG002466,26124092,58.66548411,16.459491093333337,209.96666459999997,37.0,584658.7867805348,6503725.516285445,140.6527242105238
1046,1545.0,d4:5c:f0:4d:b8:06,-95.0,27.0,10.6,1.4,Q_670E335B,26124093,58.66548265857143,16.45949254857143,209.6999991142857,3.0,584658.8747007094,6503725.356537355,108.90229622637305
1045,1545.0,21:80:c4:b4:6f:56,-100.0,31.0,10.6,0.2,a,26124098,58.66548157,16.45949364,209.5,50.0,584658.9406408453,6503725.236726291,166.81005372000593
1048,1550.0,d4:5c:f0:4d:b8:06,-94.0,27.0,3.19343200000003,2.2,Q_670E335B,26124107,58.66548538,16.459486180909092,210.654541,3.0,584658.4987833671,6503725.651471729,100.0
1049,1550.0,d4:d4:da:70:22:e6,-98.0,48.0,3.19343200000003,3.6,ZAG002466,26124111,58.66548538,16.459484842222224,210.64999727222224,37.0,584658.4211396215,6503725.649782028,140.6527242105238
1056,1560.0,d4:d4:da:70:22:e6,-97.0,47.57142857142857,4.113582999999835,4.2,ZAG002466,26124177,58.66548374714286,16.45948074238095,210.77142769999998,37.0,584658.1873051013,6503725.462824165,129.1549665014884
1055,1560.0,d4:5c:f0:4d:b8:06,-92.0,27.0,4.113582999999835,9.0,Q_670E335B,26124179,58.66548428111111,16.459477529555553,210.95555895333334,3.0,584657.9996677785,6503725.5182146495,84.31909292866256
1052,1560.0,4c:5e:00:7f:24:50,-99.0,31.0,10.6,0.2,a,26124183,58.66548538,16.45948029,210.8999939,51.0,584658.157111048,6503725.644036192,153.17404637020798
1054,1560.0,c1:b7:be:0e:d3:c1,-97.5,39.5,10.6,1.2,a,26124217,58.66548347666666,16.459478375,210.88333893333333,53.0,584658.0506524564,6503725.429724428,134.78129649084582
1050,1560.0,44:c6:5d:6d:4f:5e,-97.0,17.0,10.6,0.2,a,26124227,58.66548157,16.45948219,210.6000061,63.0,584658.2765415672,6503725.222273992,129.1549665014884
1053,1560.0,59:99:99:47:16:29,-98.0,28.0,10.6,0.2,a,26124249,58.66549301,16.4594593,212.3000031,10.0,584656.92120726,6503726.466976807,140.6527242105238
1061,1565.0,d4:5c:f0:4d:b8:06,-91.0,27.0,10.6,4.2,Q_670E335B,26124265,58.66549300999999,16.459458847619047,212.3000031,3.0,584656.8949692019,6503726.466405817,77.4263682681127
1060,1565.0,c1:b7:be:0e:d3:c1,-97.5,43.0,10.6,1.2,a,26124275,58.66549301,16.459458666666666,212.3000031,53.0,584656.8844739785,6503726.466177424,134.78129649084582
1062,1565.0,d4:d4:da:70:22:e6,-98.5,33.75,10.6,0.8,ZAG002466,26124279,58.66549301,16.459458825,212.3000031,37.0,584656.8936572989,6503726.466377269,146.7799267622069
1058,1565.0,50:05:c3:d6:6a:b6,-98.0,27.0,10.6,0.2,a,26124282,58.66549301,16.4594593,212.3000031,21.0,584656.92120726,6503726.466976807,140.6527242105238
1059,1565.0,59:99:99:47:16:29,-100.0,28.0,10.6,0.2,a,26124290,58.66549301,16.4594593,212.3000031,10.0,584656.92120726,6503726.466976807,166.81005372000593
1057,1565.0,44:c6:5d:6d:4f:5e,-103.0,17.0,10.6,0.2,a,26124298,58.66549301,16.4594574,212.3000031,63.0,584656.8110074154,6503726.464578658,215.44346900318845
1067,1570.0,d4:d4:da:70:22:e6,-98.0,30.857142857142858,10.6,1.4,ZAG002466,26124301,58.66549301,16.459456581428572,212.3000031,37.0,584656.7635303395,6503726.463545471,140.6527242105238
1064,1570.0,50:05:c3:d6:6a:b6,-100.0,27.0,10.6,0.2,a,26124302,58.66549301,16.4594574,212.3000031,21.0,584656.8110074154,6503726.464578658,166.81005372000593
1066,1570.0,d4:5c:f0:4d:b8:06,-93.5,27.0,10.6,4.0,Q_670E335B,26124303,58.66549301,16.4594567315,212.3000031,3.0,584656.77223447,6503726.463734889,95.82558549602649
1065,1570.0,c1:b7:be:0e:d3:c1,-97.0,41.6,10.6,1.0,a,26124307,58.66549301,16.459457018000002,212.3000031,53.0,584656.7888514467,6503726.464096504,129.1549665014884
1063,1570.0,44:c6:5d:6d:4f:5e,-99.0,17.0,10.6,0.4,a,26124314,58.66549301,16.459456445,212.3000031,63.0,584656.7556174935,6503726.463373275,153.17404637020798
1073,1575.0,d4:5c:f0:4d:b8:06,-94.0,27.0,2.8779030000000603,5.0,Q_670E335B,26124350,58.6654808044,16.459442062799997,212.364002108,3.0,584655.9510212864,6503725.086393097,100.0
1074,1575.0,d4:d4:da:70:22:e6,-97.0,38.57142857142857,2.8779030000000603,1.4,ZAG002466,26124351,58.665469034285714,16.459428788571426,212.44285802857144,37.0,584655.209631757,6503723.7592933625,129.1549665014884
1070,1575.0,50:05:c3:d6:6a:b6,-98.0,27.0,10.6,0.2,a,26124353,58.66549301,16.45945549,212.3000031,21.0,584656.7002275714,6503726.462167889,140.6527242105238
1071,1575.0,c1:b7:be:0e:d3:c1,-97.0,44.0,10.6,1.4,a,26124360,58.66549083,16.459452765714286,212.32857408571428,53.0,584656.5475006961,6503726.216033905,129.1549665014884
1068,1575.0,44:20:a9:69:0c:92,-94.0,18.0,10.6,0.2,a,26124371,58.66549301,16.45945549,212.3000031,16.0,584656.7002275714,6503726.462167889,100.0
1072,1575.0,cc:b1:1a:e5:07:f9,-99.0,31.0,10.6,0.2,a,26124379,58.66549301,16.45945549,212.3000031,29.0,584656.7002275714,6503726.462167889,153.17404637020798
1075,1575.0,f1:44:85:e8:8c:b8,-99.5,29.0,2.8779030000000603,0.4,a,26124385,58.66544724,16.4594059,212.5,44.0,584653.9348947403,6503721.304086269,159.84671064343198
1069,1575.0,4c:5e:00:7f:24:50,-96.0,31.0,10.6,0.6,a,26124397,58.66540146,16.4592762,211.8000031,51.0,584646.5231927491,6503716.043789571,118.59710123376694
1076,1580.0,4c:5e:00:7f:24:50,-97.0,31.0,10.6,0.2,a,26124402,58.66539764,16.45899391,210.6000061,51.0,584630.1596036017,6503715.2622924,129.1549665014884
1077,1580.0,58:87:5c:5c:1d:a7,-93.0,31.0,2.5993599999999333,0.6,a,26124403,58.66540018333333,16.45895004,210.70000203333333,51.0,584627.6089803972,6503715.490083479,91.82542835656287
1079,1580.0,d4:d4:da:70:22:e6,-96.5,54.0,10.6,0.4,ZAG002466,26124405,58.66539764,16.45899391,210.6000061,37.0,584630.1596036017,6503715.2622924,123.76350284724813
1078,1580.0,d4:5c:f0:4d:b8:06,-97.0,27.0,10.6,0.2,Q_670E335B,26124425,58.66541672,16.45875168,209.6999969,3.0,584616.0640406044,6503717.080817892,129.1549665014884
1080,1585.0,58:87:5c:5c:1d:a7,-98.0,31.0,10.6,0.6,a,26124427,58.66541799,16.458655043333334,207.96666976666666,51.0,584610.4560335934,6503717.100294433,140.6527242105238
1081,1585.0,d4:5c:f0:4d:b8:06,-92.0,27.0,10.6,0.6,Q_670E335B,26124429,58.66541799,16.458655043333334,207.96666976666666,3.0,584610.4560335934,6503717.100294433,84.31909292866256
1082,1585.0,d4:d4:da:70:22:e6,-97.0,27.0,10.6,0.2,ZAG002466,26124431,58.66540527,16.45862961,206.3000031,37.0,584609.0116981869,6503715.652116051,129.1549665014884
1083,1590.0,d4:5c:f0:4d:b8:06,-95.0,27.0,10.6,2.0,Q_670E335B,26124435,58.665409090000004,16.45861244,208.1999969,3.0,584608.0065875641,6503716.055730499,108.90229622637305
